lon,lat,keylocation,country,region,name
2.3272147,48.7887191,loc_386,France,Western Europe,Ecole Normale Supérieure de Cachan
-43.1753638,-22.9541412,loc_387,Brazil,South America,Federal University of Rio de Janeiro
107.6106591,-6.89148,loc_388,Indonesia,South East Asia,Institut Teknologi Bandung
-73.2516591,-39.8061639,loc_389,Argentina,South America,Southern University of Chile
172.5839233,-43.5235375,loc_390,New Zealand,Australia and New Zealand,University of Canterbury
26.7198659,58.3810843,loc_391,Estonia,Northern Europe,University of Tartu
27.5460609,53.8938988,loc_392,Belarus,Eastern Europe,Belarusian State University
100.3234171,13.7945775,loc_393,Thailand,South East Asia,Mahidol University
5.559064,50.5830803,loc_394,Belgium,Western Europe,University of Liège
71.4648566,51.160307,loc_395,Kazakhstan,Central Asia,L.N. Gumilyov Eurasian National University
132.714908,34.403123,loc_396,Japan,East Asia,Hiroshima University
-58.443664,-34.564198,loc_397,Argentina,South America,University of Belgrano
153.0532585,-27.5550897,loc_398,Australia,Australia and New Zealand,Griffith University
-83.3773221,33.9480053,loc_399,USA,North America,The University of Georgia
10.3988593,43.7167235,loc_400,Italy,Southern Europe,University of Pisa
-96.7500993,32.9857619,loc_401,USA,North America,University of Texas at Dallas
-71.1664609,42.3351179,loc_402,USA,North America,Boston College
126.8407202,35.2272692,loc_403,Republic of Korea,East Asia,Gwangju Institute of Science and Technology
-0.1025445,51.5278249,loc_404,UK,Northern Europe,"City, University of London"
-84.2984889,30.4418778,loc_405,USA,North America,Florida State University
20.3036711,63.8205484,loc_406,Sweden,Northern Europe,Umeå University
0.9472069,51.8777259,loc_407,UK,Northern Europe,University of Essex
117.1742232,39.1039443,loc_408,China,East Asia,Nankai University
100.5276142,13.7390072,loc_409,Thailand,South East Asia,Chulalongkorn University
-122.9198833,49.2780937,loc_410,Canada,North America,Simon Fraser University
-123.3116935,48.4634067,loc_411,Canada,North America,University of Victoria
144.9642263,-37.8079933,loc_412,Australia,Australia and New Zealand,RMIT University
51.4876252,25.376743,loc_413,Qatar,Middle East,Qatar University
114.89397,4.972665,loc_414,Brunei Darussalam,South East Asia,Universiti Brunei Darussalam
83.0943884,54.8477462,loc_415,Russian Federation,Eastern Europe,Novosibirsk State University
-84.5149504,39.1329219,loc_416,USA,North America,University of Cincinnati
9.1561041,45.1867156,loc_417,Italy,Southern Europe,University of Pavia
-81.0274276,33.996112,loc_418,USA,North America,University of South Carolina
-75.1553512,39.9811935,loc_419,USA,North America,Temple University
-73.1964637,44.4778528,loc_420,USA,North America,University of Vermont
-97.1366259,49.8075008,loc_421,Canada,North America,University of Manitoba
9.213452,45.518383,loc_422,Italy,Southern Europe,University of Milan-Bicocca
-90.2338232,38.6354598,loc_423,USA,North America,Saint Louis University
121.212046,31.282196,loc_424,China,East Asia,Tongji University
150.7933263,-34.069638,loc_425,Australia,Australia and New Zealand,Western Sydney University
116.3411331,39.9828034,loc_426,China,East Asia,Beihang University
-71.1684945,42.3355488,loc_427,USA,North America,Boston College
-111.6493156,40.2518435,loc_428,USA,North America,Brigham Young University
116.352916,39.865177,loc_429,China,East Asia,Capital Medical University
112.93251,28.16437,loc_430,China,East Asia,Central South University
121.3901211,25.0309866,loc_431,China,East Asia,Chang Gung University
140.1033682,35.6277374,loc_432,Japan,East Asia,Chiba University
114.401673,30.518151,loc_433,China,East Asia,China University of Geosciences (Wuhan)
121.529021,38.880381,loc_434,China,East Asia,Dalian University of Technology
121.425248,31.140897,loc_435,China,East Asia,East China University of Science and Technology
2.347206,48.841427,loc_436,France,Western Europe,ESPCI ParisTech
9.805953,52.384053,loc_437,Germany,Western Europe,Hannover Medical School
112.94395,28.178915,loc_438,China,East Asia,Hunan University
-86.1763393,39.7738832,loc_439,USA,North America,Indiana University – Purdue University Indianapolis
103.8585624,36.0477699,loc_440,China,East Asia,Lanzhou University
-91.1800023,30.4132579,loc_441,USA,North America,Louisiana State University
23.7786871,37.968196,loc_442,Greece,Southern Europe,National and Kapodistrian University of Athens
120.335301,36.061255,loc_443,China,East Asia,Ocean University of China
133.9222225,34.6873868,loc_444,Japan,East Asia,Okayama University
117.029014,36.64893,loc_445,China,East Asia,Shandong University
-95.4030452,29.7034179,loc_446,USA,North America,The University of Texas Health Science Center at Houston
-81.2000599,28.6024274,loc_447,USA,North America,University of Central Florida
6.794503,51.1888113,loc_448,Germany,Western Europe,University of Duesseldorf
-84.5039697,38.0306511,loc_449,USA,North America,University of Kentucky
-97.1525862,33.207488,loc_450,USA,North America,University of North Texas
-8.5449726,42.8885225,loc_451,Spain,Southern Europe,University of Santiago de Compostela
51.3957307,35.7022192,loc_452,Iran (Islamic Republic of),South Asia,University of Tehran
1.4371122,43.6067724,loc_453,France,Western Europe,Toulouse 1 University Capitole
-77.0485992,38.8997145,loc_454,USA,North America,George Washington University
2.273451,48.870029,loc_455,France,Western Europe,"Université Paris-Dauphine, PSL Research University"
-83.9294564,35.9544013,loc_456,USA,North America,University of Tennessee
127.052544,37.5961951,loc_457,Republic of Korea,East Asia,Kyung Hee University
37.5199434,55.9297243,loc_458,Russian Federation,Eastern Europe,Moscow Institute of Physics and Technology
145.048414,-37.7206671,loc_459,Australia,Australia and New Zealand,La Trobe University
25.7316336,62.2365317,loc_460,Finland,Northern Europe,University of Jyväskylä
100.3025177,5.3559337,loc_461,Malaysia,South East Asia,University of Science Malaysia
146.7572865,-19.326378,loc_462,Australia,Australia and New Zealand,James Cook University
-80.4234167,37.2283843,loc_463,USA,North America,Virginia Tech
-1.224225,51.755011,loc_464,UK,Northern Europe,Oxford Brookes University
-9.160333,38.733682,loc_465,Portugal,Southern Europe,Universidade Nova de Lisboa
8.65614,49.874778,loc_466,Germany,Western Europe,Technische Universität Darmstadt
114.406972,30.510616,loc_467,China,East Asia,Huazhong University of Science and Technology
-93.6464654,42.0266187,loc_468,USA,North America,Iowa State University
22.2851138,60.4562974,loc_469,Finland,Northern Europe,University of Turku
-58.3661389,-34.612809,loc_470,Argentina,South America,Pontifical Catholic University of Argentina
-73.678803,42.730172,loc_471,USA,North America,Rensselaer Polytechnic Institute
-71.2747424,46.7817463,loc_472,Canada,North America,Laval University
139.764451,35.7012897,loc_473,Japan,East Asia,Tokyo Medical and Dental University
121.0107556,14.5979292,loc_474,Philippines,South East Asia,University of the Philippines
18.9710079,69.679788,loc_475,Norway,Northern Europe,University of Tromsø
10.4282364,55.3689827,loc_476,Denmark,Northern Europe,University of Southern Denmark
-105.0865473,40.573436,loc_477,USA,North America,Colorado State University
9.3755673,47.4321575,loc_478,Switzerland,Western Europe,University of St.Gallen
-105.0023325,39.7463895,loc_479,USA,North America,University of Colorado Denver
-1.8882174,52.4868584,loc_480,UK,Northern Europe,Aston University
37.4846619,55.6728244,loc_481,Russian Federation,Eastern Europe,Moscow State Institute of International Relations
37.6638742,55.649567,loc_482,Russian Federation,Eastern Europe,National Research Nuclear University
1.0682493,51.2968974,loc_483,UK,Northern Europe,University of Kent
126.9468294,37.5618577,loc_484,Republic of Korea,East Asia,Ewha Womans University
23.8586408,61.4497952,loc_485,Finland,Northern Europe,Tampere University of Technology
-3.3203494,55.9096602,loc_486,UK,Northern Europe,Heriot-Watt University
44.0672315,56.3173389,loc_487,Russian Federation,Eastern Europe,National Research University – Higher School of Economics
-71.258663,42.364989,loc_488,USA,North America,Brandeis University
21.0186012,52.2403463,loc_489,Poland,Eastern Europe,University of Warsaw
84.9496823,56.4652485,loc_490,Russian Federation,Eastern Europe,National Research Tomsk Polytechnic University
120.265843,22.6264249,loc_491,"Taiwan, Province of China",East Asia,National Sun Yat-sen University
145.0389546,-37.8221504,loc_492,Australia,Australia and New Zealand,Swinburne University of Technology
-72.2539805,41.8077414,loc_493,USA,North America,University of Connecticut
55.676034,24.200588,loc_494,United Arab Emirates,Middle East,United Arab Emirates University
-6.2567865,53.385062,loc_495,Ireland,Northern Europe,Dublin City University
121.1925163,24.9694808,loc_496,"Taiwan, Province of China",East Asia,National Central University
118.097855,24.4373484,loc_497,China,East Asia,Xiamen University
31.499674,30.018923,loc_498,Egypt,North Africa,The American University in Cairo
-87.6270059,41.8348731,loc_499,USA,North America,Illinois Institute of Technology
127.057843,37.597319,loc_500,Republic of Korea,East Asia,HUFS - Hankuk (Korea) University of Foreign Studies
