lat,lon,name,qs_rank,ti_rank,sh_rank,rank,invRank,EN,DE,FR,IT,ES,PT,RU,ZH,JA,AR
52.6211393,-1.1246325,University of Leicester,238,159,350.5,250,0.004013377926421405,United Kingdom,Vereinigtes Königreich,Royaume-Uni,Regno Unito,Reino Unido,Reino Unido,Британия,英国,英国,المملكة المتحدة
36.1088237,140.103652,University of Tsukuba,250,-,250.5,250,0.003996003996003996,Japan,Japan,Japon,Giappone,Japón,Japão,Япония,日本,日本,اليابان
45.7470436,126.6334306,Harbin Institute of Technology,325,-,175.5,250,0.003996003996003996,China,China,Chine,Cina,China,China,Китай,中国,中国,الصين
48.2203449,16.3515709,Medical University of Vienna,-,-,250.5,250,0.003992015968063872,Austria,Österreich,Autriche,Austria,Austria,Áustria,Австрия,奥地利,オーストリア,النمسا
44.0448302,-123.0726055,University of Oregon,-,-,250.5,250,0.003992015968063872,United States,Vereinigte Staaten,États-Unis,Stati Uniti d'America,Estados Unidos,Estados Unidos,Соединенные Штаты Америки,美国,米国,الولايات المتحدة
45.4989098,-122.6858606,Oregon Health & Science University,-,-,250.5,250,0.003992015968063872,United States,Vereinigte Staaten,États-Unis,Stati Uniti d'America,Estados Unidos,Estados Unidos,Соединенные Штаты Америки,美国,米国,الولايات المتحدة
28.0587031,-82.4138539,University of South Florida,-,-,250.5,250,0.003992015968063872,United States,Vereinigte Staaten,États-Unis,Stati Uniti d'America,Estados Unidos,Estados Unidos,Соединенные Штаты Америки,美国,米国,الولايات المتحدة
59.814947,17.6628688,Swedish University of Agricultural Sciences,-,-,250.5,250,0.003992015968063872,Sweden,Schweden,Suède,Svezia,Suecia,Suécia,Швеция,瑞典,スウェーデン,السويد
38.8314875,-77.3119442,George Mason University,-,-,250.5,250,0.003992015968063872,United States,Vereinigte Staaten,États-Unis,Stati Uniti d'America,Estados Unidos,Estados Unidos,Соединенные Штаты Америки,美国,米国,الولايات المتحدة
29.7199489,-95.3422334,University of Houston,-,-,250.5,250,0.003992015968063872,United States,Vereinigte Staaten,États-Unis,Stati Uniti d'America,Estados Unidos,Estados Unidos,Соединенные Штаты Америки,美国,米国,الولايات المتحدة
39.9566127,-75.1899441,Drexel University,-,-,250.5,250,0.003992015968063872,United States,Vereinigte Staaten,États-Unis,Stati Uniti d'America,Estados Unidos,Estados Unidos,Соединенные Штаты Америки,美国,米国,الولايات المتحدة
45.7788727,4.8679611,Claude Bernard University Lyon 1,-,-,250.5,250,0.003992015968063872,France,Frankreich,France,Francia,Francia,França,Франция,法国,フランス,فرنسا
38.9403808,-92.3277375,University of Missouri,-,-,250.5,250,0.003992015968063872,United States,Vereinigte Staaten,États-Unis,Stati Uniti d'America,Estados Unidos,Estados Unidos,Соединенные Штаты Америки,美国,米国,الولايات المتحدة
45.069428,7.6889006,University of Turin,-,-,250.5,250,0.003992015968063872,Italy,Italien,Italie,Italia,Italia,Itália,Италия,意大利,イタリア,إيطاليا
22.309465,39.104697,King Abdullah University of Science and Technology,-,-,250.5,250,0.003992015968063872,Saudi Arabia,Saudi-Arabien,Arabie Saoudite,Arabia Saudita,Arabia Saudita,Arábia Saudita,Саудовская Аравия,沙特阿拉伯,サウジアラビア,السعودية
51.5209007,-0.1302803,London School of Hygiene & Tropical Medicine,-,-,250.5,250,0.003992015968063872,United Kingdom,Vereinigtes Königreich,Royaume-Uni,Regno Unito,Reino Unido,Reino Unido,Британия,英国,英国,المملكة المتحدة
32.7844632,-79.946747,Medical University of South Carolina,-,-,250.5,250,0.003992015968063872,United States,Vereinigte Staaten,États-Unis,Stati Uniti d'America,Estados Unidos,Estados Unidos,Соединенные Штаты Америки,美国,米国,الولايات المتحدة
43.5619687,1.4700537,Paul Sabatier University (Toulouse 3),-,-,250.5,250,0.003992015968063872,France,Frankreich,France,Francia,Francia,França,Франция,法国,フランス,فرنسا
31.303257,120.651928,Soochow University,-,-,250.5,250,0.003992015968063872,China,China,Chine,Cina,China,China,Китай,中国,中国,الصين
23.151326,113.344683,South China University of Technology,-,-,250.5,250,0.003992015968063872,China,China,Chine,Cina,China,China,Китай,中国,中国,الصين
32.055981,118.79421,Southeast University,-,-,250.5,250,0.003992015968063872,China,China,Chine,Cina,China,China,Китай,中国,中国,الصين
29.5074654,-98.5753521,The University of Texas Health Science Center at San Antonio,-,-,250.5,250,0.003992015968063872,United States,Vereinigte Staaten,États-Unis,Stati Uniti d'America,Estados Unidos,Estados Unidos,Соединенные Штаты Америки,美国,米国,الولايات المتحدة
43.0008093,-78.7889697,"University at Buffalo, The State University of New York",-,-,250.5,250,0.003992015968063872,United States,Vereinigte Staaten,États-Unis,Stati Uniti d'America,Estados Unidos,Estados Unidos,Соединенные Штаты Америки,美国,米国,الولايات المتحدة
44.8184339,20.4575676,University of Belgrade,-,-,250.5,250,0.003992015968063872,Serbia,Serbien,Serbie,Serbia,Serbia,Sérvia,Сербия,塞尔维亚,セルビア,صربيا
37.1846223,-3.6006329,University of Granada,-,-,250.5,250,0.003992015968063872,Spain,Spanien,Espagne,Spagna,España,Espanha,Испания,西班牙,スペイン,إسبانيا
41.8693039,-87.6474502,University of Illinois at Chicago,-,-,250.5,250,0.003992015968063872,United States,Vereinigte Staaten,États-Unis,Stati Uniti d'America,Estados Unidos,Estados Unidos,Соединенные Штаты Америки,美国,米国,الولايات المتحدة
48.6962743,6.1764664,University of Lorraine,-,-,250.5,250,0.003992015968063872,France,Frankreich,France,Francia,Francia,França,Франция,法国,フランス,فرنسا
37.5495048,-77.4509718,Virginia Commonwealth University,-,-,250.5,250,0.003992015968063872,United States,Vereinigte Staaten,États-Unis,Stati Uniti d'America,Estados Unidos,Estados Unidos,Соединенные Штаты Америки,美国,米国,الولايات المتحدة
-45.8646835,170.5144227,University of Otago,151,-,350.5,250,0.003988035892323031,New Zealand,Neuseeland,Nouvelle-Zélande,Nuova Zelanda,Nueva Zelandia,Nova Zelândia,Новая Зеландия,新西兰,ニュージーランド,نيوزيلندا
1.55849,103.6381827,University of Technology Malaysia,253,-,-,250,0.003952569169960474,Malaysia,Malaysia,Malaisie,Malesia,Malasia,Malásia,Малайзия,马来西亚,マレーシア,ماليزيا
39.9619537,116.3662615,Beijing Normal University,256,-,250.5,250,0.003948667324777887,China,China,Chine,Cina,China,China,Китай,中国,中国,الصين
4.6381938,-74.0840464,National University of Colombia,254,-,-,250,0.003937007874015748,Colombia,Kolumbien,Colombie,Colombia,Colombia,Colômbia,Колумбия,哥伦比亚,コロンビア,كولومبيا
50.1270675,8.6677635,Goethe University Frankfurt,254,-,-,250,0.003937007874015748,Germany,Deutschland,Allemagne,Germania,Alemania,Alemanha,Германия,德国,ドイツ,ألمانيا
48.7142971,2.2112917,Ecole Polytechnique,59,-,450.5,250,0.003925417075564278,France,Frankreich,France,Francia,Francia,França,Франция,法国,フランス,فرنسا
33.9008359,35.480744,American University of Beirut,235,-,-,240,0.00425531914893617,Lebanon,Libanon,Liban,Libano,Líbano,Líbano,Ливан,黎巴嫩,レバノン,لبنان
45.406766,11.8774462,University of Padua,296,-,175.5,240,0.0042417815482502655,Italy,Italien,Italie,Italia,Italia,Itália,Италия,意大利,イタリア,إيطاليا
43.2252358,76.9219187,Al-Farabi University,236,-,-,240,0.00423728813559322,Kazakhstan,Kasachstan,Kazakhstan,Kazakistan,Kazajistán,Cazaquistão,Казахстан,哈萨克斯坦,カザフスタン,كازاخستان
52.2393971,6.8508709,University of Twente,179,179,350.5,240,0.004234297812279464,Netherlands,Niederlande,Pays-Bas,Paesi Bassi,Países Bajos,Holanda,Нидерланды,荷兰,オランダ,هولندا
-33.957652,18.4611991,University of Cape Town,191,171,350.5,240,0.004210526315789474,South Africa,Südafrika,Afrique du Sud,Sudafrica,Sudáfrica,África do Sul,Южная Африка,南非,南アフリカ,جنوب أفريقيا
38.7526578,-9.158245,University of Lisbon,305,-,175.5,240,0.004162330905306972,Portugal,Portugal,Portugal,Portogallo,Portugal,Portugal,Португалия,葡萄牙,ポルトガル,البرتغال
-34.4054039,150.87843,University of Wollongong,232,-,250.5,240,0.004145077720207254,Australia,Australien,Australie,Australia,Australia,Austrália,Австралия,澳大利亚,オーストラリア,أستراليا
50.9281625,6.9288192,University of Cologne,331,145,250.5,240,0.0041293874741913286,Germany,Deutschland,Allemagne,Germania,Alemania,Alemanha,Германия,德国,ドイツ,ألمانيا
48.8484556,2.3432774,Paris-Sorbonne University,293,196,-,240,0.00408997955010225,France,Frankreich,France,Francia,Francia,França,Франция,法国,フランス,فرنسا
54.5844087,-5.9340493,Queen's University Belfast,202,-,250.5,230,0.004419889502762431,United Kingdom,Vereinigtes Königreich,Royaume-Uni,Regno Unito,Reino Unido,Reino Unido,Британия,英国,英国,المملكة المتحدة
51.425673,-0.5630625,"Royal Holloway, University of London",259,197,-,230,0.0043859649122807015,United Kingdom,Vereinigtes Königreich,Royaume-Uni,Regno Unito,Reino Unido,Reino Unido,Британия,英国,英国,المملكة المتحدة
52.5125322,13.3269446,Technical University of Berlin,144,92,450.5,230,0.004369992716678805,Germany,Deutschland,Allemagne,Germania,Alemania,Alemanha,Германия,德国,ドイツ,ألمانيا
41.3789689,2.1797941,Pompeu Fabra University,296,140,250.5,230,0.004369992716678805,Spain,Spanien,Espagne,Spagna,España,Espanha,Испания,西班牙,スペイン,إسبانيا
2.991686,101.71629,Universiti Putra Malaysia,229,-,-,230,0.004366812227074236,Malaysia,Malaysia,Malaisie,Malesia,Malasia,Malásia,Малайзия,马来西亚,マレーシア,ماليزيا
2.929997,101.7774225,National University of Malaysia,230,-,-,230,0.004347826086956522,Malaysia,Malaysia,Malaisie,Malesia,Malasia,Malásia,Малайзия,马来西亚,マレーシア,ماليزيا
51.2228097,4.4102318,University of Antwerp,210,-,250.5,230,0.0043431053203040176,Belgium,Belgien,Belgique,Belgio,Bélgica,Bélgica,Бельгия,比利时,ベルギー,بلجيكا
43.0095971,-81.2737336,University of Western Ontario,210,-,250.5,230,0.0043431053203040176,Canada,Kanada,Canada,Canada,Canadá,Canadá,Канада,加拿大,カナダ,كندا
47.2633542,11.3838006,University of Innsbruck,286,-,175.5,230,0.004333694474539545,Austria,Österreich,Autriche,Austria,Austria,Áustria,Австрия,奥地利,オーストリア,النمسا
41.5019255,2.1048538,Autonomous University of Barcelona,195,147,350.5,230,0.004332129963898917,Spain,Spanien,Espagne,Spagna,España,Espanha,Испания,西班牙,スペイン,إسبانيا
33.9737055,-117.3280644,"University of California, Riverside",323,198,175.5,230,0.004307250538406317,United States,Vereinigte Staaten,États-Unis,Stati Uniti d'America,Estados Unidos,Estados Unidos,Соединенные Штаты Америки,美国,米国,الولايات المتحدة
45.4231064,-75.6831329,University of Ottawa,289,-,175.5,230,0.004305705059203444,Canada,Kanada,Canada,Canada,Canadá,Canadá,Канада,加拿大,カナダ,كندا
52.769227,-1.224632,Loughborough University,234,-,-,230,0.004273504273504274,United Kingdom,Vereinigtes Königreich,Royaume-Uni,Regno Unito,Reino Unido,Reino Unido,Британия,英国,英国,المملكة المتحدة
56.4582447,-2.9821428,University of Dundee,267,187,250.5,230,0.0042583392476933995,United Kingdom,Vereinigtes Königreich,Royaume-Uni,Regno Unito,Reino Unido,Reino Unido,Британия,英国,英国,المملكة المتحدة
48.8293187,2.3817936,Paris Diderot University,305,-,125.5,220,0.004645760743321719,France,Frankreich,France,Francia,Francia,França,Франция,法国,フランス,فرنسا
50.821658,4.394886,Vrije Universiteit Brussel,182,-,250.5,220,0.004624277456647399,Belgium,Belgien,Belgique,Belgio,Bélgica,Bélgica,Бельгия,比利时,ベルギー,بلجيكا
-32.0061951,115.8944182,Curtin University,262,-,175.5,220,0.004571428571428572,Australia,Australien,Australie,Australia,Australia,Austrália,Австралия,澳大利亚,オーストラリア,أستراليا
57.6981719,11.971878,University of Gothenburg,283,198,175.5,220,0.004569687738004569,Sweden,Schweden,Suède,Svezia,Suecia,Suécia,Швеция,瑞典,スウェーデン,السويد
51.9635705,7.6131826,University of Münster,308,173,175.5,220,0.004569687738004569,Germany,Deutschland,Allemagne,Germania,Alemania,Alemanha,Германия,德国,ドイツ,ألمانيا
44.4962318,11.354157,University of Bologna,188,-,250.5,220,0.004561003420752566,Italy,Italien,Italie,Italia,Italia,Itália,Италия,意大利,イタリア,إيطاليا
51.4414205,-0.9418157,University of Reading,188,-,250.5,220,0.004561003420752566,United Kingdom,Vereinigtes Königreich,Royaume-Uni,Regno Unito,Reino Unido,Reino Unido,Британия,英国,英国,المملكة المتحدة
48.8540917,2.3283745,Sciences Po,220,-,-,220,0.004545454545454545,France,Frankreich,France,Francia,Francia,França,Франция,法国,フランス,فرنسا
44.2252795,-76.4951412,Queen's University,224,-,-,220,0.004464285714285714,Canada,Kanada,Canada,Canada,Canadá,Canadá,Канада,加拿大,カナダ,كندا
41.7055716,-86.2353388,University of Notre Dame,216,150,250.5,210,0.004866180048661801,United States,Vereinigte Staaten,États-Unis,Stati Uniti d'America,Estados Unidos,Estados Unidos,Соединенные Штаты Америки,美国,米国,الولايات المتحدة
45.1906157,5.7749356,Grenoble Alpes University,236,-,175.5,210,0.004860267314702308,France,Frankreich,France,Francia,Francia,França,Франция,法国,フランス,فرنسا
41.8749598,-87.6581066,University of Illinois at Chicago,207,-,-,210,0.004830917874396135,United States,Vereinigte Staaten,États-Unis,Stati Uniti d'America,Estados Unidos,Estados Unidos,Соединенные Штаты Америки,美国,米国,الولايات المتحدة
60.3878586,5.3217549,University of Bergen,164,-,250.5,210,0.0048250904704463205,Norway,Norwegen,Norvège,Norvegia,Noruega,Noruega,Норвегия,挪威,ノルウェー,النرويج
-33.7738237,151.1126498,Macquarie University,240,-,175.5,210,0.0048134777376654635,Australia,Australien,Australie,Australia,Australia,Austrália,Австралия,澳大利亚,オーストラリア,أستراليا
49.5978804,11.0045507,University of Erlangen-Nuremberg,287,162,175.5,210,0.004803843074459568,Germany,Deutschland,Allemagne,Germania,Alemania,Alemanha,Германия,德国,ドイツ,ألمانيا
50.8670895,-0.087914,University of Sussex,228,147,250.5,210,0.004796163069544364,United Kingdom,Vereinigtes Königreich,Royaume-Uni,Regno Unito,Reino Unido,Reino Unido,Британия,英国,英国,المملكة المتحدة
33.5021227,-86.8064447,University of Alabama at Birmingham,-,168,250.5,210,0.0047789725209080045,United States,Vereinigte Staaten,États-Unis,Stati Uniti d'America,Estados Unidos,Estados Unidos,Соединенные Штаты Америки,美国,米国,الولايات المتحدة
45.4786455,9.2297627,Politecnico di Milano,170,-,250.5,210,0.0047562425683709865,Italy,Italien,Italie,Italia,Italia,Itália,Италия,意大利,イタリア,إيطاليا
54.0103942,-2.7877294,University of Lancaster,135,150,350.5,210,0.004720692368214005,United Kingdom,Vereinigtes Königreich,Royaume-Uni,Regno Unito,Reino Unido,Reino Unido,Британия,英国,英国,المملكة المتحدة
42.3911569,-72.5267121,University of Massachusetts Amherst,249,-,175.5,210,0.004711425206124852,United States,Vereinigte Staaten,États-Unis,Stati Uniti d'America,Estados Unidos,Estados Unidos,Соединенные Штаты Америки,美国,米国,الولايات المتحدة
48.5790692,7.7664545,University of Strasbourg,303,-,125.5,210,0.004667444574095682,France,Frankreich,France,Francia,Francia,França,Франция,法国,フランス,فرنسا
56.3416934,-2.7927522,University of St Andrews,92,143,350.5,200,0.005123825789923143,United Kingdom,Vereinigtes Königreich,Royaume-Uni,Regno Unito,Reino Unido,Reino Unido,Британия,英国,英国,المملكة المتحدة
41.9037626,12.5144384,Sapienza University of Rome,215,-,175.5,200,0.005121638924455826,Italy,Italien,Italie,Italia,Italia,Itália,Италия,意大利,イタリア,إيطاليا
54.9791871,-1.6146608,University of Newcastle,161,175,250.5,200,0.005115089514066497,United Kingdom,Vereinigtes Königreich,Royaume-Uni,Regno Unito,Reino Unido,Reino Unido,Британия,英国,英国,المملكة المتحدة
42.4074843,-71.1190232,Tufts University,243,169,175.5,200,0.005106382978723404,United States,Vereinigte Staaten,États-Unis,Stati Uniti d'America,Estados Unidos,Estados Unidos,Соединенные Штаты Америки,美国,米国,الولايات المتحدة
51.0781599,-114.1358007,University of Calgary,217,-,175.5,200,0.005095541401273885,Canada,Kanada,Canada,Canada,Canadá,Canadá,Канада,加拿大,カナダ,كندا
21.5016038,39.2575481,King Abdulaziz University,267,-,125.5,200,0.005095541401273885,Saudi Arabia,Saudi-Arabien,Arabie Saoudite,Arabia Saudita,Arabia Saudita,Arábia Saudita,Саудовская Аравия,沙特阿拉伯,サウジアラビア,السعودية
45.7298448,4.8285332,École Normale Supérieure de Lyon,157,182,250.5,200,0.005089058524173028,France,Frankreich,France,Francia,Francia,França,Франция,法国,フランス,فرنسا
57.16476,-2.1015257,University of Aberdeen,158,185,250.5,200,0.005054759898904802,United Kingdom,Vereinigtes Königreich,Royaume-Uni,Regno Unito,Reino Unido,Reino Unido,Британия,英国,英国,المملكة المتحدة
51.4486098,5.4907148,Eindhoven University of Technology,104,141,350.5,200,0.005037783375314861,Netherlands,Niederlande,Pays-Bas,Paesi Bassi,Países Bajos,Holanda,Нидерланды,荷兰,オランダ,هولندا
25.6515649,-100.28954,Monterrey Institute of Technology and Higher Education,199,-,-,200,0.005025125628140704,Mexico,Mexiko,Mexique,Messico,México,México,Мексика,墨西哥,メキシコ,المكسيك
53.5665641,9.9846195,University of Hamburg,223,-,175.5,200,0.005018820577164366,Germany,Deutschland,Allemagne,Germania,Alemania,Alemanha,Германия,德国,ドイツ,ألمانيا
38.9076089,-77.0722585,Georgetown University,227,123,250.5,200,0.004995836802664446,United States,Vereinigte Staaten,États-Unis,Stati Uniti d'America,Estados Unidos,Estados Unidos,Соединенные Штаты Америки,美国,米国,الولايات المتحدة
43.4722854,-80.5448576,University of Waterloo,152,-,250.5,200,0.004968944099378882,Canada,Kanada,Canada,Canada,Canadá,Canadá,Канада,加拿大,カナダ,كندا
37.5572321,127.0453219,Hanyang University,155,-,250.5,200,0.004932182490752158,Republic of Korea,Republik Korea,République de Corée,Corea del Sud,República de Corea,República da Coreia,Республика Корея,韩国,大韓民国,كوريا
35.7087334,139.7196485,Waseda University,203,-,-,200,0.0049261083743842365,Japan,Japan,Japon,Giappone,Japón,Japão,Япония,日本,日本,اليابان
41.386608,2.16402,University of Barcelona,156,-,250.5,200,0.004920049200492005,Spain,Spanien,Espagne,Spagna,España,Espanha,Испания,西班牙,スペイン,إسبانيا
25.7191685,-80.2771253,University of Miami,252,186,175.5,200,0.004889975550122249,United States,Vereinigte Staaten,États-Unis,Stati Uniti d'America,Estados Unidos,Estados Unidos,Соединенные Штаты Америки,美国,米国,الولايات المتحدة
50.8132068,4.3822222,Université libre de Bruxelles,205,175,175.5,190,0.0054005400540054005,Belgium,Belgien,Belgique,Belgio,Bélgica,Bélgica,Бельгия,比利时,ベルギー,بلجيكا
36.0138857,129.3231836,Pohang University of Science and Technology,71,137,350.5,190,0.005371530886302597,Republic of Korea,Republik Korea,République de Corée,Corea del Sud,República de Corea,República da Coreia,Республика Корея,韩国,大韓民国,كوريا
19.3188895,-99.1843676,National Autonomous University of Mexico,122,-,250.5,190,0.005369127516778523,Mexico,Mexiko,Mexique,Messico,México,México,Мексика,墨西哥,メキシコ,المكسيك
36.9914738,-122.0582972,"University of California, Santa Cruz",301,162,98,190,0.0053475935828877,United States,Vereinigte Staaten,États-Unis,Stati Uniti d'America,Estados Unidos,Estados Unidos,Соединенные Штаты Америки,美国,米国,الولايات المتحدة
43.719601,10.40033,Scuola Normale Superiore di Pisa,192,184,-,190,0.005319148936170213,Italy,Italien,Italie,Italia,Italia,Itália,Италия,意大利,イタリア,إيطاليا
33.6266584,130.4250445,Kyushu University,128,-,250.5,190,0.005284015852047556,Japan,Japan,Japon,Giappone,Japón,Japão,Япония,日本,日本,اليابان
32.1133141,34.8043877,Tel Aviv University,205,-,175.5,190,0.005256241787122208,Israel,Israel,Israël,Israele,Israel,Israel,Израиль,以色列,イスラエル,إسرائيل
42.6500568,-71.3240468,University of Massachusetts Lowell,-,191,-,190,0.005235602094240838,United States,Vereinigte Staaten,États-Unis,Stati Uniti d'America,Estados Unidos,Estados Unidos,Соединенные Штаты Америки,美国,米国,الولايات المتحدة
57.6888144,11.9781232,Chalmers University of Technology,133,-,250.5,190,0.005215123859191656,Sweden,Schweden,Suède,Svezia,Suecia,Suécia,Швеция,瑞典,スウェーデン,السويد
63.419499,10.4020771,Norwegian University of Science and Technology,259,-,125.5,190,0.005201560468140442,Norway,Norwegen,Norvège,Norvegia,Noruega,Noruega,Норвегия,挪威,ノルウェー,النرويج
51.0292734,13.7289964,TU Dresden,195,155,175.5,180,0.005708848715509039,Germany,Deutschland,Allemagne,Germania,Alemania,Alemanha,Германия,德国,ドイツ,ألمانيا
44.8086048,-0.5935827,University of Bordeaux,-,-,175.5,180,0.005698005698005698,France,Frankreich,France,Francia,Francia,França,Франция,法国,フランス,فرنسا
40.8201966,-96.7004763,University of Nebraska–Lincoln,-,-,175.5,180,0.005698005698005698,United States,Vereinigte Staaten,États-Unis,Stati Uniti d'America,Estados Unidos,Estados Unidos,Соединенные Штаты Америки,美国,米国,الولايات المتحدة
24.1562767,120.6801328,China Medical University (Taichung),-,-,175.5,180,0.005698005698005698,China,China,Chine,Cina,China,China,Китай,中国,中国,الصين
30.63785,104.070295,Sichuan University,-,-,175.5,180,0.005698005698005698,China,China,Chine,Cina,China,China,Китай,中国,中国,الصين
51.3385738,12.3784615,Leipzig University,-,-,175.5,180,0.005698005698005698,Germany,Deutschland,Allemagne,Germania,Alemania,Alemanha,Германия,德国,ドイツ,ألمانيا
42.2772479,-71.7610714,University of Massachusetts Medical School - Worcester,-,-,175.5,180,0.005698005698005698,United States,Vereinigte Staaten,États-Unis,Stati Uniti d'America,Estados Unidos,Estados Unidos,Соединенные Штаты Америки,美国,米国,الولايات المتحدة
22.3028474,114.1784191,Hong Kong Polytechnic University,95,182,250.5,180,0.005687203791469194,Hong Kong,Hong Kong,Hong-Kong,Hong Kong,Hong Kong,Hong Kong,Гонконг,香港,香港,هونغ كونغ
48.7088206,2.1639495,CentraleSupélec,177,-,-,180,0.005649717514124294,France,Frankreich,France,Francia,Francia,França,Франция,法国,フランス,فرنسا
32.0568391,118.7789602,Nanjing University,114,169,250.5,180,0.005623242736644799,China,China,Chine,Cina,China,China,Китай,中国,中国,الصين
40.5008186,-74.4473991,Rutgers University - New Brunswick,283,172,79,180,0.0056179775280898875,United States,Vereinigte Staaten,États-Unis,Stati Uniti d'America,Estados Unidos,Estados Unidos,Соединенные Штаты Америки,美国,米国,الولايات المتحدة
37.565784,126.938572,Yonsei University,106,-,250.5,180,0.005610098176718092,Republic of Korea,Republik Korea,République de Corée,Corea del Sud,República de Corea,República da Coreia,Республика Корея,韩国,大韓民国,كوريا
19.1334302,72.9132679,Indian Institute of Technology Bombay,179,-,-,180,0.00558659217877095,India,Indien,Inde,India,India,Índia,Индия,印度,インド,الهند
49.504254,5.948386,University of Luxembourg,-,179,-,180,0.00558659217877095,Luxembourg,Luxemburg,Luxembourg,Lussemburgo,Luxemburgo,Luxemburgo,Люксембург,卢森堡,ルクセンブルク,لوكسمبورغ
39.1745704,-86.5129458,Indiana University Bloomington,304,117,125.5,180,0.0054894784995425435,United States,Vereinigte Staaten,États-Unis,Stati Uniti d'America,Estados Unidos,Estados Unidos,Соединенные Штаты Америки,美国,米国,الولايات المتحدة
50.8471373,5.6867065,Maastricht University,200,103,250.5,180,0.005420054200542005,Netherlands,Niederlande,Pays-Bas,Paesi Bassi,Países Bajos,Holanda,Нидерланды,荷兰,オランダ,هولندا
41.5043413,-81.6083838,Case Western Reserve University,213,158,125.5,170,0.006042296072507553,United States,Vereinigte Staaten,États-Unis,Stati Uniti d'America,Estados Unidos,Estados Unidos,Соединенные Штаты Америки,美国,米国,الولايات المتحدة
33.4242399,-111.9280527,Arizona State University,209,126,-,170,0.005970149253731343,United States,Vereinigte Staaten,États-Unis,Stati Uniti d'America,Estados Unidos,Estados Unidos,Соединенные Штаты Америки,美国,米国,الولايات المتحدة
43.7044406,-72.2886935,Dartmouth College,169,89,250.5,170,0.0058997050147492625,United States,Vereinigte Staaten,États-Unis,Stati Uniti d'America,Estados Unidos,Estados Unidos,Соединенные Штаты Америки,美国,米国,الولايات المتحدة
52.3337568,4.8657199,Vrije Universiteit,218,165,125.5,170,0.0058997050147492625,Netherlands,Niederlande,Pays-Bas,Paesi Bassi,Países Bajos,Holanda,Нидерланды,荷兰,オランダ,هولندا
37.590799,127.0277773,Korea University,90,-,250.5,170,0.005873715124816446,Republic of Korea,Republik Korea,République de Corée,Corea del Sud,República de Corea,República da Coreia,Республика Корея,韩国,大韓民国,كوريا
28.5449756,77.1926284,Indian Institute of Technology Delhi,172,-,-,170,0.005813953488372093,India,Indien,Inde,India,India,Índia,Индия,印度,インド,الهند
24.716241,46.6191078,King Saud University,221,-,125.5,170,0.005772005772005772,Saudi Arabia,Saudi-Arabien,Arabie Saoudite,Arabia Saudita,Arabia Saudita,Arábia Saudita,Саудовская Аравия,沙特阿拉伯,サウジアラビア,السعودية
43.7209661,10.4027859,Scuola Superiore Sant'Anna Pisa di Studi Universitari e di Perfezionamento,192,155,-,170,0.005763688760806916,Italy,Italien,Italie,Italia,Italia,Itália,Италия,意大利,イタリア,إيطاليا
59.3498065,18.0706646,Royal Institute of Technology,98,173,250.5,170,0.005752636625119846,Sweden,Schweden,Suède,Svezia,Suecia,Suécia,Швеция,瑞典,スウェーデン,السويد
53.9455334,-1.0561667,University of York,135,137,250.5,170,0.005741626794258373,United Kingdom,Vereinigtes Königreich,Royaume-Uni,Regno Unito,Reino Unido,Reino Unido,Британия,英国,英国,المملكة المتحدة
-36.8523378,174.7691073,University of Auckland,82,192,250.5,170,0.005719733079122974,New Zealand,Neuseeland,Nouvelle-Zélande,Nuova Zelanda,Nueva Zelandia,Nova Zelândia,Новая Зеландия,新西兰,ニュージーランド,نيوزيلندا
37.588227,126.993606,Sungkyunkwan University,108,111,250.5,160,0.006389776357827476,Republic of Korea,Republik Korea,République de Corée,Corea del Sud,República de Corea,República da Coreia,Республика Корея,韩国,大韓民国,كوريا
50.7800778,6.0656869,RWTH Aachen University,141,79,250.5,160,0.006376195536663124,Germany,Deutschland,Allemagne,Germania,Alemania,Alemanha,Германия,德国,ドイツ,ألمانيا
46.5210895,6.5801606,University of Lausanne,146,152,175.5,160,0.006335797254487856,Switzerland,Schweiz,Suisse,Svizzera,Suiza,Suíça,Швейцария,瑞士,スイス,سويسرا
53.405936,-2.9655722,University of Liverpool,173,177,125.5,160,0.006309148264984227,United Kingdom,Vereinigtes Königreich,Royaume-Uni,Regno Unito,Reino Unido,Reino Unido,Британия,英国,英国,المملكة المتحدة
32.7767783,35.0231271,Technion – Israel Institute of Technology,224,-,93,160,0.006309148264984227,Israel,Israel,Israël,Israele,Israel,Israel,Израиль,以色列,イスラエル,إسرائيل
30.618531,-96.336499,Texas A&M University,195,159,125.5,160,0.006256517205422314,United States,Vereinigte Staaten,États-Unis,Stati Uniti d'America,Estados Unidos,Estados Unidos,Соединенные Штаты Америки,美国,米国,الولايات المتحدة
51.3781162,-2.3272635,University of Bath,160,-,-,160,0.00625,United Kingdom,Vereinigtes Königreich,Royaume-Uni,Regno Unito,Reino Unido,Reino Unido,Британия,英国,英国,المملكة المتحدة
24.7947253,120.9932316,National Tsing Hua University,161,-,-,160,0.006211180124223602,"Taiwan, Province of China","Taiwan, Province of China","Taïwan, Province de Chine",Taiwan,Provincia china de Taiwán,"Taiwan, Província da China",Тайвань (провинция Китайской Народной Республики),中国台湾省,台湾、中国の省,مقاطعة تايوان الصينية
-34.5998875,-58.3730695,University of Buenos Aires,75,-,250.5,160,0.006144393241167435,Argentina,Argentinien,Argentine,Argentina,Argentina,Argentina,Аргентина,阿根廷,アルゼンチン,الأرجنتين
